"","var","ID1","ID2","mean","median","pc2.5","pc97.5","overlap0","gel"
"13850","ldx",568,NA,-0.475500916326917,-0.109508628089488,-3.2951747383486,0.235831679990158,TRUE,1.00090297089909
"13851","ldx",569,NA,-0.735082515046005,-0.27515851413868,-4.1642687602422,0.229760846147547,TRUE,1.00273240102911
"13852","ldx",570,NA,-0.967463957089586,-0.475984367047164,-4.81147995040916,0.225100628602935,TRUE,1.00004286182176
"13853","ldx",571,NA,-0.455684251004516,-0.0991855634765496,-3.01134585134323,0.237319872778897,TRUE,1.00060205293748
"13854","ldx",572,NA,-0.469788224705817,-0.0947958018832477,-3.19917734201608,0.239650018913985,TRUE,1.00035330130915
"13855","ldx",573,NA,-0.493159717112931,-0.125402418506638,-3.28622857298564,0.237341906442942,TRUE,1.00020020114419
"13856","ldx",574,NA,-0.80968916208146,-0.309775296908291,-4.43480223373934,0.231178269508741,TRUE,1.00077849947862
"13857","ldx",575,NA,-0.404497362255641,-0.0727824921711474,-2.91031079059667,0.237386062842171,TRUE,1.00591401419509
"13858","ldx",576,NA,-0.419480661467451,-0.0814259713430201,-2.89039656684271,0.23782780841355,TRUE,0.999979028126722
"13859","ldx",577,NA,-0.544930475965651,-0.147139814174609,-3.5104356719295,0.236850472422742,TRUE,1.00105551684839
"13860","ldx",578,NA,-1.56994101954192,-1.00967555829876,-6.39291853294973,0.212460869136916,TRUE,1.00133917916329
"13861","ldx",579,NA,-1.15294768895535,-0.647723813607016,-5.17261369605125,0.221892254012176,TRUE,1.00091216249189
"13862","ldx",580,NA,-0.449025715441893,-0.0978347384429676,-3.14322954495868,0.23738308032257,TRUE,1.00018857899823
"13863","ldx",581,NA,-1.10407890166756,-0.569520250382249,-5.23959390491078,0.225104170352932,TRUE,1.00267465487316
"13864","ldx",582,NA,-0.401329621121711,-0.0665741986944119,-3.03351444400844,0.237406681054316,TRUE,1.0003909254593
"13865","ldx",583,NA,-1.21018002544112,-0.663827884204057,-5.60819317047191,0.224378156006052,TRUE,1.00019306273433
"13866","ldx",584,NA,-0.35978730245165,-0.0482820953952319,-2.72276849016625,0.238439544792599,TRUE,1.00024214162323
"13867","ldx",585,NA,-0.361492589883687,-0.0460893204529572,-2.75526032258841,0.238279831154683,TRUE,1.01877932621049
"13868","ldx",586,NA,-0.413552050637587,-0.0642088328747317,-3.0325196834102,0.239138610629418,TRUE,1.02520951803435
"13869","ldx",587,NA,-1.61881489656113,-1.01056629513889,-6.79733002942213,0.21555653992366,TRUE,1.00472354685483
"13870","ldx",588,NA,-0.379055291924207,-0.061710470917187,-2.75670063785107,0.23811685722469,TRUE,1.00040417170253
"13871","ldx",589,NA,-0.570468414770357,-0.153457814025655,-3.6767395480287,0.234690357536233,TRUE,1.00587780255644
"13872","ldx",590,NA,-0.470538307005167,-0.114105130597156,-3.1020352123229,0.237369791007489,TRUE,0.999920770221819
