"block","year","water_year","GPP_avg","GPP_total","P_avg","P_total","P_acc","LAI_mod","VPD","S","Tair","Tsoil","PPFD_IN","WUE","GPP_avg_yr","GPP_total_yr","month","Season","B_WUE.pred","cred2.5_WUE.pred","cred97.5_WUE.pred","B_WUE.wght","cred2.5_WUE.wght","cred97.5_WUE.wght"
377,2009,2010,2.36227771809,2.36227771809,0,0,0.6635,0.37315,0.992544054166667,0.111707422572279,14.4143139583333,14.6000201041667,20875.4545322172,NA,1.5792457032633,576.424681691103,10,"Fall",3.0869675362028,2.26396854038427,4.08947316943741,7.29227462723905,5.34812243740651,9.66047134688889
378,2009,2010,2.35591501095,2.35591501095,0,0,0.6635,0.3626375,0.948457170833333,0.109535001099876,16.7963747916667,16.50159390625,18742.0436613666,NA,1.5792457032633,576.424681691103,10,"Fall",3.02055870838646,2.17525238486348,4.0671493014187,7.11617960254341,5.12470974610466,9.58185809098713
379,2009,2010,1.7895791179584,1.7895791179584,0,0,0.6635,0.352125,1.41287788541667,0.106012069564732,16.9158497916667,15.5923853645833,20487.0802193007,NA,1.5792457032633,576.424681691103,10,"Fall",2.92178503345305,2.00075430358188,4.06930640677421,5.22876548303096,3.58050812185553,7.28234577013747
380,2009,2010,1.8155537077932,1.8155537077932,0,0,0.6635,0.3416125,1.33101372291667,0.10277159806747,16.5462685416667,15.46278421875,20242.164162129,NA,1.5792457032633,576.424681691103,10,"Fall",2.92918654483703,1.99561253189729,4.0995238301507,5.31809549229681,3.6231417316047,7.44290569001668
381,2009,2010,2.0780106642018,2.0780106642018,0,0,0.6635,0.3311,1.01771747291667,0.0995394153652126,13.8789329166667,14.75091678125,20008.5364955762,NA,1.5792457032633,576.424681691103,10,"Fall",3.03982230174605,2.13005481960823,4.15178179026576,6.31678316030676,4.42627663048034,8.62744683561109
382,2009,2010,2.008039889466,2.008039889466,0,0,0.6635,0.326,0.724780139583333,0.0968742000815226,12.2838410416667,14.3320999791667,19487.2149753401,NA,1.5792457032633,576.424681691103,10,"Fall",3.19948200606765,2.31332842232233,4.2630913330744,6.42468749381254,4.64525574945869,8.56045744925018
383,2009,2010,1.9721912126742,1.9721912126742,0,0,0.6635,0.3209,1.12133808541667,0.0952305700985365,16.618526875,15.5346122916667,18932.90063916,NA,1.5792457032633,576.424681691103,10,"Fall",3.18234920106314,2.30321083420479,4.21097488840182,6.27620112999749,4.54237216815469,8.30484767169779
384,2009,2010,1.9622618222688,1.9622618222688,0,0,0.6635,0.3158,1.18641571458333,0.0933573813724907,17.3347254166667,16.5406226041667,18351.12888487,NA,1.5792457032633,576.424681691103,10,"Fall",3.0466310701119,2.19619624150432,4.03514922765071,5.97828783541853,4.30951203891416,7.91801927657641
385,2009,2010,2.030912556876,2.030912556876,18.46753,18.46753,19.13103,0.3107,0.60731899375,0.115842403882013,12.8222259395833,14.416481875,13139.096251646,NA,1.5792457032633,576.424681691103,10,"Fall",2.83874875180331,2.09209852464212,3.74084798483349,5.76525048585342,4.24886916391743,7.59733514576262
386,2009,2010,0.584009688389418,0.584009688389418,3.75986,3.75986,22.89089,0.3056,0.104321402083333,0.221709957728007,5.70493255833333,10.0972684427083,6883.4780223992,NA,1.5792457032633,576.424681691103,10,"Fall",2.07417455643155,1.21246683393148,3.05936805243445,1.21133803636685,0.708092377866827,1.78670058297078
387,2009,2010,1.3521762533358,1.3521762533358,0.11058,0.11058,23.00147,0.3005,0.307723410416667,0.209736129632395,6.6345188875,8.17519992708333,13113.432948955,NA,1.5792457032633,576.424681691103,10,"Fall",1.39985568569285,0.906899429527219,2.28712857417646,1.89285161629098,1.22628787277049,3.09260094632718
388,2009,2010,1.57355866191798,1.57355866191798,0,0,23.00147,0.2954,0.488545489583333,0.199044812510394,7.464585,8.06559216145833,18758.578581346,NA,1.5792457032633,576.424681691103,10,"Fall",1.28427406473684,0.917806289750677,1.90913844070088,2.02088057884327,1.44422203719998,3.00414133016546
389,2009,2010,1.450311854985,1.450311854985,0,0,23.00147,0.2903,0.868755533333333,0.191164198667207,11.46994,9.21204644791666,18595.3505681156,NA,1.5792457032633,576.424681691103,10,"Fall",1.27402509155325,0.885796415334144,1.92633090856208,1.84773369382803,1.28468104226233,2.79378055331161
390,2009,2010,1.38215489499,1.38215489499,0,0,23.00147,0.2859375,0.58796105625,0.184492016734864,9.02067354166667,9.36521953125,12994.4227713402,NA,1.5792457032633,576.424681691103,10,"Fall",1.65965459073471,1.13498559154018,2.36711848375031,2.2938997165766,1.56872589109038,3.2717243993368
391,2009,2010,1.6536694882284,1.6536694882284,0.11058,0.11058,23.11205,0.281575,0.268930191666667,0.178078182949376,3.23307395833333,7.8734683125,14105.38595928,NA,1.5792457032633,576.424681691103,10,"Fall",2.01220792439172,1.44970666019619,2.71228535018627,3.32752684853799,2.39733567084795,4.48522352697192
392,2009,2010,1.9353938590584,1.9353938590584,0,0,23.11205,0.2772125,0.621408210416667,0.172682462544599,7.99795375,7.394476296875,15584.1196388499,NA,1.5792457032633,576.424681691103,10,"Fall",2.01562861721019,1.47524536839089,2.71647004299533,3.90103524789097,2.85518082658807,5.25743943952927
393,2009,2010,0.4844308805568,0.4844308805568,3.09634,3.09634,26.20839,0.27285,0.267767985416667,0.170520462115035,3.07793897916667,5.96019659375,3535.8159119854,NA,1.5792457032633,576.424681691103,10,"Fall",1.46430747000519,0.714675523952099,2.42996896532395,0.709355757100515,0.346210893380508,1.17715200559758
394,2009,2010,0,0,4.42336,4.42336,30.63175,0.2684875,0.118997854166667,0.187952900298813,-3.0444,2.79798905885417,12505.65981985,NA,1.5792457032633,576.424681691103,10,"Fall",1.06117653809122,0.20990842699911,2.02388840647637,0,0,0
395,2009,2010,0.7871645730942,0.7871645730942,0.77408,0.77408,31.40583,0.264125,0.315797402083333,0.190239032046114,0.661720416666666,2.73133935520833,17591.6185137166,NA,1.5792457032633,576.424681691103,10,"Fall",0.6909512572252,0.447002456538407,1.44209886497303,0.543892351422575,0.351864497873114,1.13516913740613
396,2009,2010,1.3773446840682,1.3773446840682,0,0,31.40583,0.2597625,0.545844889583333,0.187543886933406,6.86058895833333,4.75535899583333,17439.3847525791,NA,1.5792457032633,576.424681691103,10,"Fall",1.29937860437133,0.927497772557048,1.8371377175615,1.78969221332281,1.27748412651655,2.53037186918452
397,2009,2010,1.09807581012894,1.09807581012894,0,0,31.40583,0.2554,0.7636759,0.18430018193318,9.37404458333333,6.55227875,17260.472548407,NA,1.5792457032633,576.424681691103,11,"Fall",1.44671169199965,0.947508236161596,2.14501835968348,1.58859911321552,1.04043587402699,2.35539277305089
398,2009,2010,1.17198291266064,1.17198291266064,0,0,31.40583,0.2534,0.935602454166666,0.179547676591362,10.3711091666667,7.10052874479167,17068.2214066561,NA,1.5792457032633,576.424681691103,11,"Fall",1.57750221702306,1.03918176105125,2.32718896545523,1.8488056430353,1.21790326710066,2.72742570204592
